7.776253	-0.000000	7.675173	-0.101079	
22.850407	-0.092483	11.933172	0.461726	
35.974636	0.009952	12.411953	0.423724	
42.681881	0.230251	10.298257	-0.314652	
61.968071	-0.089880	13.269161	0.857570	
66.506058	0.362802	10.517471	-0.506406	
73.995674	0.403521	9.710509	-0.802657	
87.259575	0.122114	10.799397	-0.092788	
98.797806	0.072268	11.009864	0.040359	
112.093155	-0.043547	11.598665	0.384995	
116.391876	0.420915	9.683181	-0.859635	
123.491982	0.461234	9.170113	-1.082451	
132.697266	0.319290	9.348443	-0.834479	
140.983871	0.281902	9.224237	-0.825904	
154.652298	-0.117048	10.421609	0.103652	
165.581924	-0.139036	10.524877	0.167317	
171.181396	0.226584	9.342446	-0.713719	
177.377380	0.365892	8.730817	-1.103154	
188.934128	0.028104	9.568788	-0.373634	
198.531021	-0.018172	9.638878	-0.288581	
199.932297	0.568321	7.815224	-1.678298	
217.232651	-0.351184	10.249001	0.358827	
225.718719	-0.173446	9.790386	-0.031011	
249.265930	-1.251809	12.872264	2.434026	
263.190033	-1.056495	12.679075	2.109215	
271.140594	-0.439925	11.259272	0.813869	
281.869659	-0.305213	10.998127	0.547207	
291.641235	-0.144247	10.631180	0.210272	
311.066620	-0.837940	12.520189	1.764860	
322.691437	-0.567238	12.008724	1.233436	
335.017456	-0.456176	11.856263	1.034534	
346.531891	-0.313034	11.595740	0.756838	
352.973877	0.201330	10.343773	-0.346303	
367.779022	-0.211589	11.369373	0.546122	
376.210785	0.096356	10.637794	-0.108331	
383.688171	0.352464	9.978708	-0.669504	
393.738281	0.273255	10.116091	-0.518097	
396.294220	0.863185	8.594065	-1.812012	
407.266571	0.462143	9.433353	-0.997526	
419.253571	0.134031	10.160234	-0.317751	
432.007690	-0.124531	10.770092	0.230285	
447.336395	-0.494955	11.695202	1.032553	
454.019897	0.052195	10.443008	-0.114379	
470.052612	-0.447726	11.646554	0.953365	
485.012421	-0.635258	12.170091	1.377920	
499.604645	-0.700104	12.425813	1.549623	
512.667603	-0.590416	12.272727	1.352344	
513.620422	0.551875	9.640963	-1.047965	
523.351624	0.432195	9.854666	-0.817158	
526.618469	0.928643	8.624725	-1.889071	
547.679810	-0.375886	11.582376	0.836186	
561.257080	-0.464559	11.843946	1.041607	
562.291382	0.609090	9.389807	-1.207973	
578.829773	-0.156998	11.108282	0.386305	
590.018738	-0.123380	11.052863	0.323007	
598.883606	0.106776	10.536430	-0.156012	
602.383118	0.721934	9.100637	-1.454821	
613.553284	0.382640	9.803897	-0.768010	
625.090759	0.145734	10.308282	-0.284006	
634.430481	0.203235	10.160528	-0.409925	
648.229736	-0.168445	10.992424	0.362946	
655.909973	0.169201	10.237610	-0.338853	
670.754211	-0.283532	11.255468	0.604077	
678.452454	0.102321	10.405504	-0.193715	
688.548218	0.110191	10.377963	-0.213388	
696.884338	0.273551	9.996275	-0.558431	
711.244446	-0.182011	11.002792	0.384490	
723.266785	-0.234827	11.140562	0.500835	
731.008484	0.127508	10.345015	-0.247460	
739.335754	0.286052	9.975988	-0.581862	
747.685059	0.374257	9.751055	-0.774447	
758.499817	0.196349	10.116604	-0.415387	
767.873047	0.221303	10.042374	-0.473402	
768.666443	1.020503	8.230698	-2.142895	
775.378906	0.937547	8.325045	-2.000838	
790.401184	0.114615	10.079842	-0.318663	
793.744812	0.701206	8.757800	-1.541465	
804.090271	0.395410	9.376161	-0.927617	
814.465088	0.207389	9.757122	-0.549935	
831.047668	-0.478932	11.260300	0.866220	
841.419250	-0.307366	10.913571	0.521889	
857.809204	-0.759303	11.935439	1.465095	
870.497131	-0.677598	11.810630	1.314552	
880.820374	-0.404351	11.256169	0.765402	
896.037659	-0.692135	11.920227	1.370468	
910.262573	-0.764395	12.130110	1.536776	
925.739563	-0.916369	12.520879	1.869665	
940.167297	-0.900762	12.553770	1.859818	
955.641357	-0.980469	12.795093	2.046536	
963.514587	-0.312696	11.400496	0.691307	
972.843384	-0.049030	10.846064	0.154941	
983.599915	-0.024779	10.798233	0.106663	
1001.264709	-0.652939	12.177157	1.403852	
1011.952087	-0.370042	11.605477	0.836097	
1025.407837	-0.456659	11.822496	1.023926	
1036.853149	-0.316441	11.549974	0.746128	
1043.933228	0.177079	10.497719	-0.262651	
1051.529053	0.421028	9.957649	-0.767941	
1065.153931	-0.000159	10.850335	0.091205	
1077.109863	-0.094125	11.057628	0.285591	
